	Gene	SRR7218579	SRR7218580	SRR7218581	SRR7218582	SRR7218583	SRR7218584	SRR7218585	SRR7218586	baseMean	log2FoldChange	lfcSE	pvalue	padj
1	hsa-let-7a-5p&iso_3p:-1&iso-21-XKVLRYVPE	3.22216778596002	14.8422770880978	2.41981334501976	0.210638737507447	2.34750266679767	11.0886406598136	19.0552774262887	14.270025569595	8.43204290988501	-0.956713485356294	1.19591042479284	0.0378551366070889	0.101864731233621
2	hsa-let-7a-5p&iso_3p:-2&iso-20-XKVLRYVP	3.22216778596002	0	0	0	3.17603301978508	9.70256057733693	8.46901218946165	13.4306123007953	4.75004823416737	-0.831257957893083	1.27198411305625	0.0743482830407663	NA
3	hsa-let-7b-5p&NA&iso-22-XKVLRY98Q	0	0	1.20990667250988	0.210638737507447	1.65706070597482	2.77216016495341	4.9402571105193	3.35765307519882	1.76845955833296	-0.366010715133649	0.840434427319149	0.400935605446069	NA
4	hsa-let-7b-5p&iso_3p:-1&iso-21-XKVLRY98E	38.6660134315203	14.8422770880978	9.67925338007906	2.94894232510426	27.20341325642	88.7091252785091	112.567287018261	138.503189351952	54.1399376412429	-2.37422813339444	0.846856036585582	0.000397822565735346	0.0294388698644156
5	hsa-let-7b-5p&iso_3p:-3&iso-19-XKVLRYK0	0	0	0	0	0.828530352987411	5.54432032990682	4.23450609473083	0.839413268799706	1.43084625580309	-0.324167420311602	0.900952723738599	0.296930682155849	NA
6	hsa-let-7b-5p&iso_add3p:1&iso-22-XKVLRY98O	0	0	0	0.210638737507447	2.89985623545594	5.54432032990682	11.6448917605098	9.23354595679677	3.69165662752209	-0.590156275864921	1.02970147579092	0.147038054148229	NA
7	hsa-let-7b-5p&iso_add3p:1&iso-22-XKVLRY98P	0	0	0	0	0.276176784329137	0	2.47012855525965	0.839413268799706	0.448214826048561	-0.122753135963564	0.846769033815162	0.719765032081751	NA
8	hsa-let-7b-5p&iso_add3p:2&iso-24-XKVLRY98KI	0	0	0	0	1.10470713731655	0	9.88051422103859	4.19706634399853	1.89778596279421	-0.253276302765583	0.877543925971637	0.326835414525836	NA
9	hsa-let-7d-5p&iso_3p:-1&iso-21-FKVLRYJPE	0	0	0	0	0.276176784329137	1.3860800824767	3.52875507894235	4.19706634399853	1.17350978621834	-0.393354841386251	0.955201413760146	0.198461303738679	NA
10	hsa-let-7f-5p&iso_3p:-1&iso-21-XKVL5YVPE	1.61108389298001	0	0	0	0.552353568658274	2.77216016495341	15.1736468394521	10.9123724943962	3.877702120055	-3.41548507263564	2.38942410040391	0.00666395683014746	NA
11	hsa-let-7f-5p&iso_3p:-2&iso-20-XKVL5YVP	3.22216778596002	0	0	0	1.10470713731655	2.77216016495341	3.17587957104812	12.5911990319956	2.85826421140921	-0.873724539437916	1.43803322168499	0.0550940454959456	NA
12	hsa-let-7g-5p&iso_3p:-1&iso-21-XKVL7YUPE	12.8886711438401	14.8422770880978	4.83962669003953	0	10.2185410201781	27.7216016495341	33.8760487578466	39.4524236335862	17.9798987478903	-1.03873905817368	1.1611889965686	0.047369812961765	0.109887080506251
13	hsa-let-7g-5p&iso_3p:-2&iso-20-XKVL7YUP	6.44433557192005	0	0	0	0.138088392164569	2.77216016495341	1.05862652368271	4.19706634399853	1.82628462458991	-3.06565876038894	3.80862743911458	0.0194856400114088	NA
14	hsa-let-7g-5p&iso_add3p:1&iso-22-XKVL7YUPO	0	0	0	0	0.414265176493706	1.3860800824767	2.82300406315388	0	0.577918665265537	-0.133824491871884	0.846411248338027	0.67330023679251	NA
15	hsa-let-7i-5p&NA&iso-22-XKVL7YXYQ	1.61108389298001	0	0	0.421277475014894	1.93323749030396	4.15824024743011	11.997767268404	10.0729592255965	3.77432069996618	-1.32920126288186	1.66256376370349	0.0406697399519336	NA
16	hsa-let-7i-5p&iso_3p:-1&iso-21-XKVL7YXYE	40.2770973245003	0	7.25944003505929	2.94894232510426	23.7512034523058	90.0952053609858	32.8174222341639	28.54005113919	28.2111702339137	-1.5955449590515	0.927277323695734	0.0118568025266037	0.0598828294249553
17	hsa-let-7i-5p&iso_3p:-2&iso-20-XKVL7YXY	12.8886711438401	0	3.62972001752965	1.05319368753723	11.4613365496592	29.1076817320108	10.2333897289328	20.1459184511929	11.0649889138378	-1.00748263027911	0.942086025438726	0.0675528982843717	0.140814492198409
18	hsa-let-7i-5p&iso_3p:-3&iso-19-XKVL7YJW	11.2775872508601	0	3.62972001752965	0.421277475014894	8.56148031420325	48.5128028866847	20.4667794578657	47.8465563215833	17.5895254654677	-2.24768802245195	1.18490075668254	0.00398722925844689	0.0347123488382435
19	hsa-let-7i-5p&iso_add3p:1&iso-22-XKVL7YXY5	0	0	0	0	0.138088392164569	0	2.82300406315388	0.839413268799706	0.47506321551477	-0.146972895717134	0.854958326156298	0.624148728735316	NA
20	hsa-let-7i-5p&iso_add3p:1&iso-22-XKVL7YXYO	6.44433557192005	0	1.20990667250988	0.421277475014894	4.00456337277249	5.54432032990682	28.9357916473273	5.87589288159794	6.55451099388117	-1.4402058553338	1.40868220698963	0.0308618518653977	0.097468715795473
21	hsa-let-7i-5p&iso_add3p:1&iso-22-XKVL7YXYP	0	0	1.20990667250988	0	0.276176784329137	1.3860800824767	6.70463464999047	3.35765307519882	1.61680640806313	-0.446049681057577	0.953769970120703	0.207982592213567	NA
22	hsa-let-7i-5p&iso_add3p:2&iso-24-XKVL7YXYKI	3.22216778596002	0	0	0.210638737507447	0	1.3860800824767	2.11725304736541	0	0.867017456663698	-0.319402546489558	0.912159001838058	0.302104236918867	NA
23	hsa-miR-100-5p&NA&iso-22-BRS28UEYP	11.2775872508601	14.8422770880978	3.62972001752965	6.7404396002383	0.828530352987411	11.0886406598136	2.11725304736541	3.35765307519882	6.73526263651139	-0.194374026253417	0.70142967634927	0.603635969122971	0.675379327166277
24	hsa-miR-100-5p&iso_3p:-1&iso-21-BRS28UEYE	6.44433557192005	0	22.9882267776878	10.3212981378649	22.5084079228247	11.0886406598136	12.7035182841925	9.23354595679677	11.9109966638875	0.454161404175805	0.58370986304678	0.309851144240378	0.409446154889071
25	hsa-miR-100-5p&iso_3p:-2&iso-20-BRS28UEY	3.22216778596002	0	3.62972001752965	5.68724591270107	3.31412141194965	4.15824024743011	1.76437753947118	2.51823980639912	3.0367640901801	0.212147274308292	0.674846869778288	0.594836832585438	NA
26	hsa-miR-101-3p&NA&iso-21-UPUYXLEUB	9.66650335788007	0	1.20990667250988	1.26383242504468	3.17603301978508	6.93040041238352	8.82188769735589	10.0729592255965	5.14269035131945	-1.45835508517653	1.00863333349435	0.0228137928376754	0.0896443937511822
27	hsa-miR-101-3p&iso_3p:+1&iso-22-UPUYXLEUH	27.3884261806602	0	0	0.631916212522341	8.42339192203868	40.1963223918244	14.8207713315579	16.7882653759941	13.5311366768247	-2.00426856775182	1.39130275463782	0.0103676524305056	0.0598828294249553
28	hsa-miR-101-3p&iso_3p:+2&iso-23-UPUYXLEUX	1.61108389298001	0	1.20990667250988	0	0.828530352987411	4.15824024743011	4.9402571105193	2.51823980639912	1.90828226035323	-0.641574981241437	1.04337270317067	0.154240337080167	NA
29	hsa-miR-101-3p&iso_3p:-1&iso-20-UPUYXLEU	0	0	0	0.631916212522341	0.276176784329137	1.3860800824767	1.76437753947118	1.67882653759941	0.717172144549846	-0.250185554469588	0.84291330177783	0.56764229013122	NA
30	hsa-miR-101-3p&iso_5p:-1&iso-22-SFSI7EBYF	0	0	0	1.05319368753723	0.690441960822843	6.93040041238352	7.76326117367318	4.19706634399853	2.57929544730191	-0.790882307953765	1.21492920500544	0.096343066306854	NA
31	hsa-miR-101-3p&iso_add3p:1&iso-22-UPUYXLEUF	1.61108389298001	0	3.62972001752965	0.421277475014894	1.93323749030396	2.77216016495341	2.82300406315388	2.51823980639912	1.96359036379187	-0.154251775284509	0.724926451032931	0.769214775762203	NA
32	hsa-miR-103a-3p&NA&iso-23-FPJYUP6X0L	8.05541946490006	0	2.41981334501976	0.421277475014894	3.17603301978508	11.0886406598136	11.997767268404	9.23354595679677	5.79906214871678	-1.60584336783183	1.11500513048761	0.0169849260932621	0.0751980209521924
33	hsa-miR-106b-3p&NA&iso-22-3FN4R5ZIM	4.83325167894003	0	2.41981334501976	0.210638737507447	0.552353568658274	0	1.76437753947118	1.67882653759941	1.43240767589951	-0.237817825750497	0.804790903071854	0.591614285423843	NA
34	hsa-miR-106b-3p&iso_3p:-1&iso-21-3FN4R5ZI0	4.83325167894003	0	1.20990667250988	1.47447116255213	2.2094142746331	8.31648049486023	1.05862652368271	1.67882653759941	2.59762216809719	-0.389623956810463	0.791131060885335	0.390706181985203	NA
35	hsa-miR-106b-3p&iso_3p:-2&iso-20-3FN4R5ZI	4.83325167894003	0	1.20990667250988	1.89574863756702	4.41882854926619	23.563361402104	3.88163058683659	0	4.97534094090296	-0.472270178645505	0.876188250407016	0.260723126649494	0.366690430644078
36	hsa-miR-106b-3p&iso_3p:-3&iso-19-3FN4R5KM	3.22216778596002	0	1.20990667250988	0	0.828530352987411	2.77216016495341	1.05862652368271	3.35765307519882	1.55613057191153	-0.454510221082735	0.909006123319895	0.283037904585705	NA
